Link,country
https://apiiro.com/product/sscs/,china
https://coralogix.com/blog/ci-cd-security/,china
https://tantosec.com/blog/build-pipeline-security-assessment/,china
https://www.asperitas.consulting/article-cicd-pineline-security-20241111.html,china
https://www.cisco.com/c/en/us/td/docs/solutions/Verticals/Oil_and_Gas/Pipeline/SecurityReference/Security-IRD/Security-IRD.html,china
https://www.fortinet.com/uk/resources/cyberglossary/ci-cd-pipeline,china
https://www.ict.inaf.it/gitlab/help/user/application_security/vulnerability_report/pipeline.md,china
https://www.linkedin.com/pulse/aws-powered-cicd-pipeline-security-kenza-soopramanien-kqjec,china
https://www.opsera.io/learn/devsecops-best-practices-for-ci-cd-pipeline-security,china
https://www.travis-ci.com/blog/ci-cd-security-practices/,china
https://blog.gitguardian.com/pipeline-integrity-and-security-in-devsecops/,china
https://blog.jetbrains.com/teamcity/2025/04/ci-cd-security-best-practices/,china
https://cfp.securitybsides.org.uk/bsides-london-2024/talk/P8GMHQ/,china
https://isosecu.com/blog/cicd-pipeline-security,china
https://mobizinc.com/resources/devsecops-principles-and-concepts-for-automation/,china
https://offensive360.com/jenkins-pipeline-security/,china
https://reliasoftware.com/blog/5-best-practices-for-enhancing-ci-cd-pipeline-security,china
https://squareops.com/knowledge/ci-cd-security-best-practices-for-devsecops-teams/,china
https://www.aerowave-tech.com/images/CICD_Pipeline_Security_Best_Practices.pdf,china
https://www.gao.gov/products/gao-10-867,china
https://fastercapital.com/topics/what-is-pipeline-security-and-why-is-it-important.html,china
https://industrialcyber.co/regulation-standards-and-compliance/strengthening-pipeline-security-a-guide-for-ot-professionals-on-tsa-pipeline-security-directives-and-the-2024-notice-of-proposed-rules/,china
https://inventive-it.com/resources/practices-for-adding-ci-cd-pipeline-security/,china
https://learn.microsoft.com/en-us/azure/devops/organizations/security/about-security-roles?view=azure-devops,china
https://palantir.com/docs/foundry/building-pipelines/security-overview//,china
https://securityboulevard.com/2022/11/8-ci-cd-best-practices-secure-your-software-development-pipeline-2/,china
https://waratek.com/blog/cicd-security/,china
https://www.aquasec.com/use-cases/devops-security/,china
https://www.dragos.com/resource/u-s-transportation-security-administration-pipeline-security-directives/,china
https://www.wiz.io/lp/ci-cd-security-best-practices-cheat-sheet,china
https://docs.bmc.com/xwiki/bin/view/Mainframe/DevX/BMC-AMI-DevX-Code-Pipeline/bcispw2201/Installing/Installation-roadmap/Purpose-of-the-roadmap/Code-Pipeline-Security/,china
https://media.jfrog.com/wp-content/uploads/2019/11/20130147/DevSecOps-ebook.pdf,china
https://open.spotify.com/episode/7GDoGehV6XqBMkgFizidye,china
https://openssf.org/blog/2025/08/05/visualizing-secure-mlops-mlsecops-a-practical-guide-for-building-robust-ai-ml-pipeline-security/,china
https://owasp.org/www-project-spvs/,china
https://sprocketfox.io/xssfox/2021/02/18/pipeline/,china
https://www.devopsinstitute.com/wp-content/uploads/2021/08/DSO-21-RaviLachhman-SlideDeck.pdf,china
https://www.myshyft.com/blog/security-metrics-for-deployment/,china
https://www.tsa.gov/travel/frequently-asked-questions/pipeline-security-guidelines,china
https://zeet.co/blog/ci-cd-security,china
https://cybersecuritynews.com/secure-your-ci-cd-pipeline/,china
https://faun.pub/cloud-ci-cd-pipeline-security-checklist-8500953d4c5d,china
https://hackernoon.com/devsecops-deep-dive-cicd-pipeline-security,china
https://thecyphere.com/blog/top-10-ci-cd-security-risks/,china
https://www.akeyless.io/blog/aligning-ci-cd-pipeline-security-with-nsa-cisa-guidance/,china
https://www.dragonspears.com/blog/devsecops-assessment-questions,china
https://www.opsmx.com/blog/security-and-compliance-best-practices-for-ci-cd-pipelines-in-2023/,china
https://www.researchgate.net/publication/390119501_CI_CD_Pipeline_Security_Best_Practices_for_Cloud_Deployment,china
https://www.sei.cmu.edu/training/devsecops-process-implementation/,china
https://xygeni.io/blog/what-security-standards-for-cicd-pipelines-apply-in-2025/,china
https://aspiainfotech.com/2024/09/11/ci-cd-pipeline-security/,china
https://ieeexplore.ieee.org/document/11011960/,china
https://thenewstack.io/security-metrics-that-actually-matter-in-a-devops-world/,china
https://www.cloudbees.com/blog/top-devsecops-tools,china
https://www.cyberdb.co/devops-security-metrics-and-kpis-a-comprehensive-guide/,china
https://www.hayrok.com/post/uncovering-the-secrets-of-devsecops-success-a-deep-dive-into-cloud-native-security-metrics-and-kpis,china
https://www.keitaro.com/insights/2022/05/13/5-best-practices-to-ensure-a-ci-cd-pipelines-security/,china
https://www.peakhour.io/learning/devsecops/what-is-cicd-security-integration/,china
https://www.redhat.com/en/topics/devops/what-cicd-pipeline,china
https://ciphersecurity.io/services/devsecops,china
https://codefresh.io/learn/ci-cd/ci-cd-security-7-risks-and-what-you-can-do-about-them/,china
https://docs-cortex.paloaltonetworks.com/r/Cortex-Cloud-Posture-Management/CI/CD-Security/What-is-CI/CD-security?contentId=bIMWlgMxKdS2L4RyiiKCqQ,china
https://dzone.com/refcardz/continuous-delivery-pipeline-security-essentials,china
https://help.accuknox.com/use-cases/cicd-sec/,china
https://spb.hse.ru/en/ba/log/students/diplomas/1046843847,china
https://spectralops.io/for-jenkins/,china
https://www.cyberark.com/what-is/ci-cd-pipeline/,china
https://www.jit.io/resources/appsec-tools/top-11-devops-security-tools,china
https://www.ox.security/blog/should-appsec-teams-be-more-concerned-about-pipeline-vulnerabilities/,china
https://amzur.com/blog/ci-cd-pipeline-security-with-dockers/,china
https://circleci.com/,china
https://pure.atu.ie/en/publications/continuous-pipeline-security-with-azure-devops,china
https://snyk.io/blog/strengthen-security-ci-cd-pipeline/,china
https://solutionshub.epam.com/blog/post/ci_cd_security,china
https://www.cisco.com/c/en/us/td/docs/solutions/Verticals/Oil_and_Gas/Pipeline/SecurityReference/Security-IRD.html,china
https://www.gartner.com/en/documents/3899571,china
https://www.gologic.ca/en/continuous-integration-security/,china
https://www.iogp.org/bookstore/product/pipeline-security-guidelines/,china
https://www.stepsecurity.io/azure-security,china
https://apiiro.com/blog/ci-cd-pipeline-security-best-practices-for-your-software/,china
https://sherlockedsecurity.com/ci-cd-pipeline-security-build-test-deploy/,china
https://www.harness.io/blog/ci-cd-security-an-overview,china
https://www.practical-devsecops.com/what-is-devsecops-pipelines/?srsltid=AfmBOorMIbtmdEg_ELQNV8k-PyHhEYY_oEyq8WBzaLPu1AKuQ59eTLpH,china
https://www.researchgate.net/publication/388855211_CICD_PIPELINE_SECURITY_AND_CONTINUOUS_TESTING,china
https://www.sentinelone.com/cybersecurity-101/cloud-security/ci-cd-security-tools/,china
https://blog.infosecmatters.net/2021/10/cicd-pipeline-security-shifting-left.html,china
https://distantjob.com/blog/devsecops-implementation/,china
"https://forumalternance.cergypontoise.fr/11497279/auniteg/ygotos/ppourw/Measures+and+Metrics+in+Corporate+Security,+Second+Edition.pdf",china
https://securityboulevard.com/2023/02/from-vulnerability-to-victory-defending-your-ci-cd-pipeline/,china
https://soos.io/devops-pipeline-security,china
https://www.e-spincorp.com/application-security-testing-for-pipeline-security-sast-dast/,china
https://www.f5.com/company/blog/container-security-basics-pipeline-security,china
https://www.growingscrummasters.com/keywords/security-metrics/,china
https://www.mindbowser.com/devsecops-metrics/,china
https://citizant.com/blog/devsecops/5-security-considerations-cicd-pipeline/,china
https://cloudsecurityalliance.org/blog/2022/04/20/security-performance-reporting,china
https://mattermost.com/blog/ci-cd-pipeline-security/,china
https://oteemo.com/blog/adding-security-metrics-devops/,china
https://www.globalsign.com/en/blog/devops-pipeline-security-automate-acme,china
https://www.ibm.com/software/reports/compatibility/clarity-reports/report/html/softwareReqsForProduct?deliverableId=CF0C527046E011E8ADCBA344DE8FB657,china
https://www.stackhawk.com/blog/ci-pipeline-security-bug-testing/,china
https://www.willistonherald.com/news/state/north-dakota-supreme-court-hears-arguments-in-pipeline-security-license-case/article_cf556674-7680-11e9-bad4-8fd02c331ad4.html,china
https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-ljsrjvcsk72ki/review/8ed3a731-7488-3980-8c98-616172294b47,china
https://owasp.org/,china
https://www.checkpoint.com/cyber-hub/cloud-security/devsecops/what-is-a-ci-cd-pipeline/,china
https://www.codecademy.com/catalog/subject/cybersecurity,china
https://www.e-spincorp.com/pipeline-security-addressing-vulnerabilities-in-ci-cd-pipelines/,china
https://www.indeed.com/q-devsecops-engineer-security-jobs.html,china
https://www.learningtree.com/courses/azure-devops-pipeline-security/,china
https://wwwmatthes.in.tum.de/file/1h520imhelkkn/Sebis-Public-Website/-/Master-s-Thesis-Timo-Zandonella/Kickoff_Presentation_Master_Thesis_Timo_Zandonella.pdf,china
https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-ljsrjvcsk72ki/review/a015d0b6-b9fa-3391-bc9d-afda212e5fe9,china
https://careers.cathaypacific.com/en/careers/jobs/hong-kong/solution-lead-regions-rpa-idp-27432,china
https://immunefi.com/,china
https://pmnewsnigeria.com/2025/08/13/niger-delta-ex-agitators-withdraw-petition-against-pipeline-security-firm-apologize-for-misinformation/,china
https://securityboulevard.com/2024/01/ci-cd-pipeline-security-best-practices-beyond-build-and-deploy/,china
https://tryhackme.com/paths,china
https://vercel.com/pricing,china
https://www.practical-devsecops.com/devsecops-metrics/?srsltid=AfmBOooafkvQyUQF8p5S9cNunL-3q0maUiydYIT9rWbLNiAOnq6HTPj0,china
"https://www.ziprecruiter.com/c/Sierra-Space/Job/DevOps-DevSecOps-(II-Principal)/-in-Centennial,CO?jid=90c077f351a19fea",china
https://careers.wbd.com/global/en/job/R000096438/Software-Engineer-in-Test-II,china
https://developer.android.com/studio/intro,china
https://en.wikipedia.org/wiki/Asari_Dokubo,china
https://justjoin.it/job-offer/madiff-sp-z-o-o---net-developer-warszawa-net-e31f8a3b,china
https://levelup.gitconnected.com/writing-code-for-team-projects-conventions-prs-and-reviews-that-work-48cda080bac9?source=rss----5517fd7b58a6---4,china
https://lunainc.com/,china
https://www.cloudflare.com/plans/developer-platform/,china
https://www.wg-plc.com/,china
https://careers.wbd.com/global/en/job/R000096436/Senior-Software-Engineer-in-Test,china
https://fr.simplyhired.ca/job/dqxtYjlDpahycJewqwWUNE_C8Gtibif-3DMlmQqX9n9YSuLeq1Qurg,china
https://github.com/spring-projects/spring-boot,china
https://thenewstack.io/experts-split-on-ai-reviewing-its-own-code-for-security/,china
https://www.dice.com/job-detail/e15c566f-6e23-47b7-af6f-d860f169582a,china
https://docs.dynatrace.com/docs/whats-new/documentation,china
https://jobs.thediplomat.com/job/161479/lead-member-of-technical-staff/,china
https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-senior-java-spring-boot-developer-ref-0003-en-tepezala-C489B2AB9674A8B761373E686DCF3405,china
https://supabase.com/docs/guides/deployment/going-into-prod,china
https://www.coursera.org/professional-certificates/data-engineering,china
https://www.freecodecamp.org/news/the-clean-code-handbook/,china
https://discoveryalert.com.au/news/global-oil-trade-dynamics-2025-us-nigeria/,china
https://github.com/BeehiveInnovations/zen-mcp-server,china
https://moemaka.net/eng/2025/08/myanmar-military-news-updates-aug-12-2025-evening/,china
https://thehackernews.com/2025/07/weekly-recap-sharepoint-0-day-chrome.html,china
https://www.ainvest.com/news/reinstating-sanctions-iran-geopolitical-risks-opportunities-energy-defense-markets-2508/,china
https://www.careerjunction.co.za/data-engineer-cpt-onsite-3-month-contract-to-go-perm-job-2618953.aspx,china
https://www.scworld.com/podcast-segment/14158-esw-at-blackhat-and-the-weekly-enterprise-security-news-esw-419,china
https://www.showbizjobs.com/jobs/warner-bros-discovery-software-engineer-in-test-in-bangalore/jid-86v479,china
https://businessamlive.com/nigerias-daily-oil-production-plunges-to-1-57m-barrels/,china
https://championnews.com.ng/2025/08/11/2027-adc-accuses-efcc-of-going-after-opposition-party-members-rather-than-fight-corruption/,china
https://content.techgig.com/career-advice/ai-vs-human-developers-the-future-of-coding-and-job-security/articleshow/123279398.cms,china
https://itwire.com/business-it-news/business-software/changing-of-the-guard-at-github-signals-a-new-microsoft-ai-focus-for-the-world-s-home-of-open-source-software.html,china
https://jobs.discovertechnata.com/companies/warner-bros-discovery-2/jobs/56429854-senior-software-engineer-in-test,china
https://www.geeksforgeeks.org/software-testing/what-is-an-api/,china
https://www.parallels.com/products/desktop/?srsltid=AfmBOoouaKGllGDufb22UaasnpbmCRlVLg5d-E3yvtjyEnuZ1kna_A8L,china
https://www.remoterocketship.com/company/trimble/jobs/senior-genai-python-engineer-genai-safety-and-quality-spain-remote,china
https://www.showbizjobs.com/jobs/warner-bros-discovery-senior-software-engineer-in-test-in-bangalore/jid-369jv9,china
https://itwire.com/itwire-magazine/tag/Software+development.html,china
https://noise.getoto.net/author/danilo-poccia/,china
https://pmnewsnigeria.com/2025/08/13/kwam-1-bags-fg-appoinment-follwing-airport-flight-saga/,china
https://thehackernews.com/search/label/cybersecurity?updated-max=2025-08-09T10:45:00%2B05:30&max-results=20&start=17&by-date=false,china
https://www.tiktok.com/discover/why-did-the-swedish-rhapsody-stop-operating,china
https://cycode.com/pipeline-security/,china
https://docs.gitlab.com/ci/pipeline_security/,china
https://my.idc.com/getdoc.jsp?containerId=IDC_P42567,china
https://openssf.org/wp-content/uploads/2025/08/OpenSSF_MLSecOps_Whitepaper.pdf,china
https://sysdig.com/learn-cloud-native/what-is-ci-cd-security/,china
https://www.checkpoint.com/cyber-hub/cloud-security/devsecops/what-is-a-devsecops-pipeline/,china
https://www.redhat.com/en/resources/ci-cd-pipeline-security-dzone-analyst-material,china
https://www.tsa.gov/sites/default/files/pipeline_security_guidelines.pdf,china
https://computerfraudsecurity.com/index.php/journal/article/view/726/490,china
https://ingaa.org/wp-content/uploads/2019/02/34310.pdf,china
https://medium.com/@pawel.piwosz/ci-cd-pipeline-security-what-we-can-learn-from-real-disasters-632192683757,china
https://snyk.io/platform/ci-cd-pipeline-security/,china
https://www.alooba.com/skills/concepts/continuous-integrationcontinuous-deployment-cicd-437/pipeline-security/,china
https://www.arnica.io/blog/ci-cd-pipeline-security-vs-ide-plugins-vs-pipelineless-security,china
https://www.dragos.com/blog/industry-news/us-transportation-security-administration-releases-updated-pipeline-security-directive-key-revisions-and-compliance-strategies/,china
https://www.infosectrain.com/blog/ci-cd-pipeline-security-in-devsecops/,china
https://www.upwind.io/feed/enhancing-ci-cd-pipeline-security-with-upwind,china
https://www.veitur.is/en/are-you-building/pipeline-security,china
https://spacelift.io/blog/ci-cd-security,china
https://www.armosec.io/securing-ci-cd-pipelines/,china
https://www.congress.gov/bill/117th-congress/house-bill/3243,china
https://www.cybersecurityintelligence.com/pipeline-security-5315.html,china
https://www.dlh.lu/shop/module-5-part-2-devops-and-pipeline-security-1744,china
https://www.endorlabs.com/product/endor-labs-ci-cd,china
https://www.fortinet.com/blog/business-and-technology/ensuring-continuous-security-integration-for-devsecops,china
https://www.gao.gov/products/gao-19-48,china
https://www.ppln.co/en,china
https://xygeni.io/cicd-security/,china
https://accuknox.com/solutions/cicd-security,china
https://cloudsecurityalliance.org/artifacts/the-six-pillars-of-devsecops-measure-monitor-report-and-action,china
https://devops.com/devops-security-metrics/,china
https://docs.convisoappsec.com/cli/security-gate,china
https://e.huawei.com/en/material/enterprise/a0512272c84b4076a66e062ad9b87c73,china
https://industrialcyber.co/mining-oil-gas/tsa-seeks-omb-approval-to-extend-pipeline-security-and-cyber-incident-reporting-requirements/,china
https://nsss.se/y2025/talks/ci-cd-damn-vuln-project/,china
https://thectoclub.com/news/ci-cd-pipeline-security-best-practices/,china
https://www.cbo.gov/publication/61006,china
https://www.fortunebusinessinsights.com/pipeline-security-market-105742,china
https://checkmarx.com/glossary/what-is-cicd-security/,china
https://devops.isc.heia-fr.ch/lecture/devsecops/devsecops6/,china
https://docs.jit.io/docs/cicd-pipeline-security,china
https://jobs.baesystems.com/global/en/job/BAE1US109065BREXTERNAL/DevSecOps-Pipeline-Security-Engineer?utm_source=hbcuconnect&utm_medium=phenom-feeds,china
https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions?view=azure-devops,china
https://www.darktrace.com/resources/pipeline-security-directive,china
https://www.globalsign.com/en/blog/digital-certificates-devops-security-cicd-pipelines,china
https://www.montana-dakota.com/safety-education/pipeline-security/,china
https://www.opsmx.com/blog/securing-ci-cd-pipelines-practical-strategies-for-nsa-and-cisa-compliance/,china
https://www.reversinglabs.com/glossary/build-pipeline-security,china
https://arxiv.org/abs/2503.22612,china
https://entro.security/secrets-security-glossary/effective-secrets-management-in-ci-cd-pipelines/,china
https://ieeexplore.ieee.org/document/10671407/,china
https://labs.onb.ac.at/gitlab/help/ci/pipelines/pipeline_security.md,china
https://reactree.com/ci-cd-pipeline-security-best-practices-protect-your-devops-from-attacks/,china
https://www.aristiun.com/application-security-posture-management-supply-chain-security-cicd-pipeline-security,china
https://www.cyberark.com/solutions/devsecops-cloud-native-apps/,china
https://www.enginelabs.ai/blog/essential-cicd-pipeline-security-checklist-for-github-actions,china
https://www.koenig-solutions.com/devsecops-kubernetes-pipeline-security-training,china
https://www.pentesting.org/pipeline-security-guide/,china
https://carleton.ca/npsia-ptd/catalogue/program-in-international-energy-and-natural-resource-infrastructure-protection/masters-certificate-pipeline-security/,china
https://collabnix.com/how-sast-enhances-devops-pipeline-security/,china
https://docs.gitlab.com/user/application_security/vulnerability_report/pipeline/,china
https://iamops.io/devsecops-services/ci-cd-pipeline-security/,china
https://runsafesecurity.com/use-cases/ci-cd-security/,china
https://www.barriernetworks.com/barrier-devsecops,china
https://www.deepfactor.io/glossary/ci-cd-security/,china
https://www.law.cornell.edu/uscode/text/6/1207,china
https://www.trolleyesecurity.com/services/devsecops/pipeline-security-ci-cd-integration/,china
